round,node_id,neighbors_list,subgroup,position_x,position_y
4,6,"7,8,9,10",0,600,100
4,7,"6,8,9,10",0,500,200
4,8,"6,7,9,10",0,700,200
4,9,"5,6,7,8",0,500,300
4,10,"6,7,8,17",0,700,300
4,11,"4,13,14,15",0,100,500
4,12,"16,13,14,15",0,300,500
4,13,"11,12,14,15",0,100,600
4,14,"11,12,13,15",0,300,600
4,15,"11,12,13,14",0,200,700
4,16,"12,18,19,20",0,500,500
4,17,"10,18,19,20",0,700,500
4,18,"16,17,19,20",0,500,600
4,19,"16,17,18,20",0,700,600
4,20,"16,17,18,19",0,600,700
5,1,"2,3,4,5",0,200,100
5,2,"1,3,4,5",0,100,200
5,3,"1,2,4,5",0,300,200
5,4,"1,2,3,11",0,100,300
5,5,"1,2,3,9",0,300,300
5,6,"7,8,9,10",0,600,100
5,7,"6,8,9,10",0,500,200
5,8,"6,7,9,10",0,700,200
5,9,"5,6,7,8",0,500,300
5,10,"6,7,8,17",0,700,300
5,11,"4,13,14,15",0,100,500
5,12,"16,13,14,15",0,300,500
5,13,"11,12,14,15",0,100,600
5,14,"11,12,13,15",0,300,600
5,15,"11,12,13,14",0,200,700
5,16,"12,18,19,20",0,500,500
5,17,"10,18,19,20",0,700,500
5,18,"16,17,19,20",0,500,600
5,19,"16,17,18,20",0,700,600
5,20,"16,17,18,19",0,600,700
6,1,"2,4,5",0,200,100
6,2,"1,3,5",0,100,200
6,3,"2,4,7",0,300,200
6,4,"1,3,11",0,100,300
6,5,"1,2,9",0,300,300
6,6,"8,9,10",0,600,100
6,7,"3,8,10",0,500,200
6,8,"6,7,9",0,700,200
6,9,"5,6,8",0,500,300
6,10,"6,7,17",0,700,300
6,11,"4,14,15",0,100,500
6,12,"16,13,15",0,300,500
6,13,"12,14,15",0,100,600
6,14,"11,13,18",0,300,600
6,15,"11,12,13",0,200,700
6,16,"12,19,20",0,500,500
6,17,"10,18,20",0,700,500
6,18,"14,17,19",0,500,600
6,19,"16,18,20",0,700,600
6,20,"16,17,19",0,600,700
7,1,"2,4,5",0,200,100
7,2,"1,3,5",0,100,200
7,3,"2,4,7",0,300,200
7,4,"1,3,11",0,100,300
7,5,"1,2,9",0,300,300
7,6,"8,9,10",0,600,100
7,7,"3,8,10",0,500,200
7,8,"6,7,9",0,700,200
7,9,"5,6,8",0,500,300
7,10,"6,7,17",0,700,300
7,11,"4,14,15",0,100,500
7,12,"16,13,15",0,300,500
7,13,"12,14,15",0,100,600
7,14,"11,13,18",0,300,600
7,15,"11,12,13",0,200,700
7,16,"12,19,20",0,500,500
7,17,"10,18,20",0,700,500
7,18,"14,17,19",0,500,600
7,19,"16,18,20",0,700,600
7,20,"16,17,19",0,600,700
8,1,"2,4,5",0,200,100
8,2,"1,3,5",0,100,200
8,3,"2,4,7",0,300,200
8,4,"1,3,11",0,100,300
8,5,"1,2,9",0,300,300
8,6,"8,9,10",0,600,100
8,7,"3,8,10",0,500,200
8,8,"6,7,9",0,700,200
8,9,"5,6,8",0,500,300
8,10,"6,7,17",0,700,300
8,11,"4,14,15",0,100,500
8,12,"16,13,15",0,300,500
8,13,"12,14,15",0,100,600
8,14,"11,13,18",0,300,600
8,15,"11,12,13",0,200,700
8,16,"12,19,20",0,500,500
8,17,"10,18,20",0,700,500
8,18,"14,17,19",0,500,600
8,19,"16,18,20",0,700,600
8,20,"16,17,19",0,600,700
9,1,"2,4,5",0,200,100
9,2,"1,3,5",0,100,200
9,3,"2,4,7",0,300,200
9,4,"1,3,11",0,100,300
9,5,"1,2,9",0,300,300
9,6,"8,9,10",0,600,100
9,7,"3,8,10",0,500,200
9,8,"6,7,9",0,700,200
9,9,"5,6,8",0,500,300
9,10,"6,7,17",0,700,300
9,11,"4,14,15",0,100,500
9,12,"16,13,15",0,300,500
9,13,"12,14,15",0,100,600
9,14,"11,13,18",0,300,600
9,15,"11,12,13",0,200,700
9,16,"12,19,20",0,500,500
9,17,"10,18,20",0,700,500
9,18,"14,17,19",0,500,600
9,19,"16,18,20",0,700,600
9,20,"16,17,19",0,600,700
10,1,"2,3,4,5",0,200,100
10,2,"1,3,4,5",0,100,200
10,3,"1,2,4,5",0,300,200
10,4,"1,2,3,11",0,100,300
10,5,"1,2,3,9",0,300,300
10,6,"7,8,9,10",0,600,100
10,7,"6,8,9,10",0,500,200
10,8,"6,7,9,10",0,700,200
10,9,"5,6,7,8",0,500,300
10,10,"6,7,8,17",0,700,300
10,11,"4,13,14,15",0,100,500
10,12,"16,13,14,15",0,300,500
10,13,"11,12,14,15",0,100,600
10,14,"11,12,13,15",0,300,600
10,15,"11,12,13,14",0,200,700
10,16,"12,18,19,20",0,500,500
10,17,"10,18,19,20",0,700,500
10,18,"16,17,19,20",0,500,600
10,19,"16,17,18,20",0,700,600
10,20,"16,17,18,19",0,600,700
11,1,"2,3,4,5",0,200,100
11,2,"1,3,4,5",0,100,200
11,3,"1,2,4,5",0,300,200
11,4,"1,2,3,11",0,100,300
11,5,"1,2,3,9",0,300,300
11,6,"7,8,9,10",0,600,100
11,7,"6,8,9,10",0,500,200
11,8,"6,7,9,10",0,700,200
11,9,"5,6,7,8",0,500,300
11,10,"6,7,8,17",0,700,300
11,11,"4,13,14,15",0,100,500
11,12,"16,13,14,15",0,300,500
11,13,"11,12,14,15",0,100,600
11,14,"11,12,13,15",0,300,600
11,15,"11,12,13,14",0,200,700
11,16,"12,18,19,20",0,500,500
11,17,"10,18,19,20",0,700,500
11,18,"16,17,19,20",0,500,600
11,19,"16,17,18,20",0,700,600
11,20,"16,17,18,19",0,600,700
12,1,"2,3,4,5",0,200,100
12,2,"1,3,4,5",0,100,200
12,3,"1,2,4,5",0,300,200
12,4,"1,2,3,11",0,100,300
12,5,"1,2,3,9",0,300,300
12,6,"7,8,9,10",0,600,100
12,7,"6,8,9,10",0,500,200
12,8,"6,7,9,10",0,700,200
12,9,"5,6,7,8",0,500,300
12,10,"6,7,8,17",0,700,300
12,11,"4,13,14,15",0,100,500
12,12,"16,13,14,15",0,300,500
12,13,"11,12,14,15",0,100,600
12,14,"11,12,13,15",0,300,600
12,15,"11,12,13,14",0,200,700
12,16,"12,18,19,20",0,500,500
12,17,"10,18,19,20",0,700,500
12,18,"16,17,19,20",0,500,600
12,19,"16,17,18,20",0,700,600
12,20,"16,17,18,19",0,600,700
13,1,"2,3,4,5",0,200,100
13,2,"1,3,4,5",0,100,200
13,3,"1,2,4,5",0,300,200
13,4,"1,2,3,11",0,100,300
13,5,"1,2,3,9",0,300,300
13,6,"7,8,9,10",0,600,100
13,7,"6,8,9,10",0,500,200
13,8,"6,7,9,10",0,700,200
13,9,"5,6,7,8",0,500,300
13,10,"6,7,8,17",0,700,300
13,11,"4,13,14,15",0,100,500
13,12,"16,13,14,15",0,300,500
13,13,"11,12,14,15",0,100,600
13,14,"11,12,13,15",0,300,600
13,15,"11,12,13,14",0,200,700
13,16,"12,18,19,20",0,500,500
13,17,"10,18,19,20",0,700,500
13,18,"16,17,19,20",0,500,600
13,19,"16,17,18,20",0,700,600
13,20,"16,17,18,19",0,600,700
14,1,"2,4,5",0,200,100
14,2,"1,3,5",0,100,200
14,3,"2,4,7",0,300,200
14,4,"1,3,11",0,100,300
14,5,"1,2,9",0,300,300
14,6,"8,9,10",0,600,100
14,7,"3,8,10",0,500,200
14,8,"6,7,9",0,700,200
14,9,"5,6,8",0,500,300
14,10,"6,7,17",0,700,300
14,11,"4,14,15",0,100,500
14,12,"16,13,15",0,300,500
14,13,"12,14,15",0,100,600
14,14,"11,13,18",0,300,600
14,15,"11,12,13",0,200,700
14,16,"12,19,20",0,500,500
14,17,"10,18,20",0,700,500
14,18,"14,17,19",0,500,600
14,19,"16,18,20",0,700,600
14,20,"16,17,19",0,600,700
15,1,"2,4,5",0,200,100
15,2,"1,3,5",0,100,200
15,3,"2,4,7",0,300,200
15,4,"1,3,11",0,100,300
15,5,"1,2,9",0,300,300
15,6,"8,9,10",0,600,100
15,7,"3,8,10",0,500,200
15,8,"6,7,9",0,700,200
15,9,"5,6,8",0,500,300
15,10,"6,7,17",0,700,300
15,11,"4,14,15",0,100,500
15,12,"16,13,15",0,300,500
15,13,"12,14,15",0,100,600
15,14,"11,13,18",0,300,600
15,15,"11,12,13",0,200,700
15,16,"12,19,20",0,500,500
15,17,"10,18,20",0,700,500
15,18,"14,17,19",0,500,600
15,19,"16,18,20",0,700,600
15,20,"16,17,19",0,600,700
16,1,"2,4,5",0,200,100
16,2,"1,3,5",0,100,200
16,3,"2,4,7",0,300,200
16,4,"1,3,11",0,100,300
16,5,"1,2,9",0,300,300
16,6,"8,9,10",0,600,100
16,7,"3,8,10",0,500,200
16,8,"6,7,9",0,700,200
16,9,"5,6,8",0,500,300
16,10,"6,7,17",0,700,300
16,11,"4,14,15",0,100,500
16,12,"16,13,15",0,300,500
16,13,"12,14,15",0,100,600
16,14,"11,13,18",0,300,600
16,15,"11,12,13",0,200,700
16,16,"12,19,20",0,500,500
16,17,"10,18,20",0,700,500
16,18,"14,17,19",0,500,600
16,19,"16,18,20",0,700,600
16,20,"16,17,19",0,600,700
17,1,"2,4,5",0,200,100
17,2,"1,3,5",0,100,200
17,3,"2,4,7",0,300,200
17,4,"1,3,11",0,100,300
17,5,"1,2,9",0,300,300
17,6,"8,9,10",0,600,100
17,7,"3,8,10",0,500,200
17,8,"6,7,9",0,700,200
17,9,"5,6,8",0,500,300
17,10,"6,7,17",0,700,300
17,11,"4,14,15",0,100,500
17,12,"16,13,15",0,300,500
17,13,"12,14,15",0,100,600
17,14,"11,13,18",0,300,600
17,15,"11,12,13",0,200,700
17,16,"12,19,20",0,500,500
17,17,"10,18,20",0,700,500
17,18,"14,17,19",0,500,600
17,19,"16,18,20",0,700,600
17,20,"16,17,19",0,600,700
