round,node_id,neighbors_list,subgroup,position_x,position_y
8,2,"1,3,10",0,250,200
8,3,"2,4,8",0,400,200
8,4,"3,5,6",0,550,200
8,5,"4,6,7",0,700,200
8,6,"4,5,7",0,700,600
8,7,"5,6,8",0,550,600
8,8,"3,7,9",0,400,600
8,9,"1,8,10",0,250,600
8,10,"1,2,9",0,100,600
8,11,11,0,0,0
8,12,12,0,0,0
8,13,13,0,0,0
8,14,14,0,0,0
8,15,15,0,0,0
8,16,16,0,0,0
8,17,17,0,0,0
8,18,18,0,0,0
8,19,19,0,0,0
8,20,20,0,0,0
9,1,"2,9,10",0,100,200
9,2,"1,3,10",0,250,200
9,3,"2,4,8",0,400,200
9,4,"3,5,6",0,550,200
9,5,"4,6,7",0,700,200
9,6,"4,5,7",0,700,600
9,7,"5,6,8",0,550,600
9,8,"3,7,9",0,400,600
9,9,"1,8,10",0,250,600
9,10,"1,2,9",0,100,600
9,11,11,0,0,0
9,12,12,0,0,0
9,13,13,0,0,0
9,14,14,0,0,0
9,15,15,0,0,0
9,16,16,0,0,0
9,17,17,0,0,0
9,18,18,0,0,0
9,19,19,0,0,0
9,20,20,0,0,0
10,1,"2,10,1",0,100,200
10,2,"1,3,2",0,250,200
10,3,"2,4,3",0,400,200
10,4,"3,5,4",0,550,200
10,5,"4,6,5",0,700,200
10,6,"5,7,6",0,700,600
10,7,"6,8,7",0,550,600
10,8,"7,9,8",0,400,600
10,9,"8,10,9",0,250,600
10,10,"1,9,10",0,100,600
10,11,11,0,0,0
10,12,12,0,0,0
10,13,13,0,0,0
10,14,14,0,0,0
10,15,15,0,0,0
10,16,16,0,0,0
10,17,17,0,0,0
10,18,18,0,0,0
10,19,19,0,0,0
10,20,20,0,0,0
11,1,"2,10,1",0,100,200
11,2,"1,3,2",0,250,200
11,3,"2,4,3",0,400,200
11,4,"3,5,4",0,550,200
11,5,"4,6,5",0,700,200
11,6,"5,7,6",0,700,600
11,7,"6,8,7",0,550,600
11,8,"7,9,8",0,400,600
11,9,"8,10,9",0,250,600
11,10,"1,9,10",0,100,600
11,11,11,0,0,0
11,12,12,0,0,0
11,13,13,0,0,0
11,14,14,0,0,0
11,15,15,0,0,0
11,16,16,0,0,0
11,17,17,0,0,0
11,18,18,0,0,0
11,19,19,0,0,0
11,20,20,0,0,0
12,1,"2,10,1",0,100,200
12,2,"1,3,2",0,250,200
12,3,"2,4,3",0,400,200
12,4,"3,5,4",0,550,200
12,5,"4,6,5",0,700,200
12,6,"5,7,6",0,700,600
12,7,"6,8,7",0,550,600
12,8,"7,9,8",0,400,600
12,9,"8,10,9",0,250,600
12,10,"1,9,10",0,100,600
12,11,11,0,0,0
12,12,12,0,0,0
12,13,13,0,0,0
12,14,14,0,0,0
12,15,15,0,0,0
12,16,16,0,0,0
12,17,17,0,0,0
12,18,18,0,0,0
12,19,19,0,0,0
12,20,20,0,0,0
13,1,"2,10,1",0,100,200
13,2,"1,3,2",0,250,200
13,3,"2,4,3",0,400,200
13,4,"3,5,4",0,550,200
13,5,"4,6,5",0,700,200
13,6,"5,7,6",0,700,600
13,7,"6,8,7",0,550,600
13,8,"7,9,8",0,400,600
13,9,"8,10,9",0,250,600
13,10,"1,9,10",0,100,600
13,11,11,0,0,0
13,12,12,0,0,0
13,13,13,0,0,0
13,14,14,0,0,0
13,15,15,0,0,0
13,16,16,0,0,0
13,17,17,0,0,0
13,18,18,0,0,0
13,19,19,0,0,0
13,20,20,0,0,0
14,1,"2,9,10",0,100,200
14,2,"1,3,10",0,250,200
14,3,"2,4,8",0,400,200
14,4,"3,5,6",0,550,200
14,5,"4,6,7",0,700,200
14,6,"4,5,7",0,700,600
14,7,"5,6,8",0,550,600
14,8,"3,7,9",0,400,600
14,9,"1,8,10",0,250,600
14,10,"1,2,9",0,100,600
14,11,11,0,0,0
14,12,12,0,0,0
14,13,13,0,0,0
14,14,14,0,0,0
14,15,15,0,0,0
14,16,16,0,0,0
14,17,17,0,0,0
14,18,18,0,0,0
14,19,19,0,0,0
14,20,20,0,0,0
15,1,"2,9,10",0,100,200
15,2,"1,3,10",0,250,200
15,3,"2,4,8",0,400,200
15,4,"3,5,6",0,550,200
15,5,"4,6,7",0,700,200
15,6,"4,5,7",0,700,600
15,7,"5,6,8",0,550,600
15,8,"3,7,9",0,400,600
15,9,"1,8,10",0,250,600
15,10,"1,2,9",0,100,600
15,11,11,0,0,0
15,12,12,0,0,0
15,13,13,0,0,0
15,14,14,0,0,0
15,15,15,0,0,0
15,16,16,0,0,0
15,17,17,0,0,0
15,18,18,0,0,0
15,19,19,0,0,0
15,20,20,0,0,0
16,1,"2,9,10",0,100,200
16,2,"1,3,10",0,250,200
16,3,"2,4,8",0,400,200
16,4,"3,5,6",0,550,200
16,5,"4,6,7",0,700,200
16,6,"4,5,7",0,700,600
16,7,"5,6,8",0,550,600
16,8,"3,7,9",0,400,600
16,9,"1,8,10",0,250,600
16,10,"1,2,9",0,100,600
16,11,11,0,0,0
16,12,12,0,0,0
16,13,13,0,0,0
16,14,14,0,0,0
16,15,15,0,0,0
16,16,16,0,0,0
16,17,17,0,0,0
16,18,18,0,0,0
16,19,19,0,0,0
16,20,20,0,0,0
17,1,"2,9,10",0,100,200
17,2,"1,3,10",0,250,200
17,3,"2,4,8",0,400,200
17,4,"3,5,6",0,550,200
17,5,"4,6,7",0,700,200
17,6,"4,5,7",0,700,600
17,7,"5,6,8",0,550,600
17,8,"3,7,9",0,400,600
17,9,"1,8,10",0,250,600
17,10,"1,2,9",0,100,600
17,11,11,0,0,0
17,12,12,0,0,0
17,13,13,0,0,0
17,14,14,0,0,0
17,15,15,0,0,0
17,16,16,0,0,0
17,17,17,0,0,0
17,18,18,0,0,0
17,19,19,0,0,0
17,20,20,0,0,0
